destination_radar,destination_radar_fr,destination_radar_en,homeport_destination_radar,ferme_bureau,tonnage,departure_fr,destination_fr,ship_id,ship_name,departure_action,destination_action,departure_out_date,destination_in_date,source_doc_id
France,France,France,France,Marans,62,Marans,Bordeaux,,Saint Pierre,Out,In,1789=10=17,1789>10>17,00333724
Local,Local,Local,Local,Marans,5,Marans,Ars-en-Ré,,Aventure,Out,In,1789=04=23,1789>04>23,00333727
Local,Local,Local,Local,Marennes,32,Soubise,La Rochelle,,unnamed,In-Out,In,1789=08=26,1789>08>26,00333744
Local,Local,Local,Local,Marans,30,Marans,Saint-Martin-de-Ré,,Deux amis,Out,In,1789=05=20,1789>05>20,00334868
Local,Local,Local,Local,Marans,20,Marans,Tonnay-Charente,,Espérance,Out,In,1789=12=18,1789>12>18,00334959
France,France,France,France,Marans,42,Marans,Bordeaux,,Fortune,Out,In,1789=02=04,1789>02>04,00334971
France,France,France,Local,Marans,30,Marans,Bordeaux,,Deux frères,Out,In,1789=02=06,1789>02>06,00334976
Local,Local,Local,Local,Marans,15,Marans,Ars-en-Ré,,Deux Sœurs,Out,In,1789=04=03,1789>04>03,00335007
Local,Local,Local,Local,Marans,5,Marans,Ars-en-Ré,,Aventure,Out,In,1789=05=20,1789>05>20,00335009
France,France,France,France,La Rochelle,112,La Rochelle,Rouen,,Abdou,Out,In,1789=05=23,1789>05>23,00340515
France,France,France,France,La Rochelle,16,La Rochelle,Le Croisic,0008440N,Marie Joseph,Out,In,1789=08=04,1789>08>04,00341555
Local,Local,Local,Local,Marans,29,Marans,Marennes,,Aimable,Out,In,1789=09=01,1789>09>01,00336221
Local,Local,Local,Local,Marennes,20,La Perrotine,Marans,,Deux Sœurs,Out,In,1789=06=09,1789>06>09,00336239
Local,Local,Local,Local,Marennes,4,La Perrotine,La Rochelle,,Providance,Out,In,1789=02=23,1789>02>23,00336267
Local,Local,Local,Local,Marennes,4,La Perrotine,La Rochelle,,Providance,Out,In,1789=03=27,1789>03>27,00336269
Local,Local,Local,Local,La Rochelle,2,La Rochelle,Les Sables-d'Olonne,,Angoumoisienne,Out,In,1789=12=09,1789>12>09,00340451
Local,Local,Local,Local,Marennes,6,Ribérou,La Rochelle,,Bonne Suzanne,Out,In,1789=03=28,1789>03>28,00336277
Local,Local,Local,Local,Marennes,4,Ribérou,La Rochelle,,Rozalie,Out,In,1789=04=06,1789>04>06,00336278
Local,Local,Local,Local,Saint-Martin-de-Ré,36,Saint-Martin-de-Ré,Tonnay-Charente,,Saint Pierre,Out,In,1789=01=28,1789>01>28,00336481
Local,Local,Local,Local,Les Sables-d'Olonne,1,La Tranche-sur-Mer,La Rochelle,,Ballon,Out,In,1789=11=11,1789>11>11,00336893
France,France,France,France,Rochefort,850,Rochefort,Bordeaux,,Dogue,Out,In,1789=07=18,1789>07>18,00337083
Local,Local,Local,France,Rochefort,82,Rochefort,La Rochelle,,Jeune Emilie,Out,In,1789=06=17,1789>06>17,00337207
France,France,France,Ports francs et petites îles,Marennes,100,Marennes,Saint-Valéry-sur-Somme,,Crocodille,Out,In,1789=05=18,1789>05>18,00337294
France,France,France,France,Marennes,87,Marennes,Saint-Valéry-sur-Somme,,Marie Catherinne,Out,In,1789=05=26,1789>05>26,00337305
France,France,France,France,Marennes,109,Marennes,Saint-Malo,,Thérese,Out,In,1789=01=30,1789>01>30,00337337
France,France,France,France,Les Sables-d'Olonne,11,Noirmoutier,Nantes,,Aimable Amour,Out,In,1789=06=13,1789>06>13,00337613
France,France,France,France,La Rochelle,100,La Rochelle,Rouen,,Amis Reunis,Out,In,1789=04=06,1789>04>06,00340512
France,France,France,France,Les Sables-d'Olonne,11,Noirmoutier,Nantes,,Aimable Amour,Out,In,1789=09=17,1789>09>17,00337638
France,France,France,France,Les Sables-d'Olonne,60,Noirmoutier,Nantes,,Marie Babette,Out,In,1789=09=19,1789>09>19,00337641
France,France,France,France,Marennes,91,Marennes,Le Havre,,Aimable Marthe,Out,In,1789=03=30,1789>03>30,00337777
France,France,France,France,Marennes,196,Marennes,Le Havre,,Husard,Out,In,1789=05=18,1789>05>18,00337787
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Les Sables-d'Olonne,,Marie Anne,Out,In,1789=09=16,1789>09>16,00340478
France,France,France,France,Marennes,83,Marennes,Le Havre,,Auguste,Out,In,1789=06=10,1789>06>10,00337790
France,France,France,France,Marennes,93,Marennes,Le Havre,,Jeannette,Out,In,1789=06=12,1789>06>12,00338065
France,France,France,France,Marennes,76,Marennes,Gravelines,,Oiseau,Out,In,1789=03=26,1789>03>26,00338077
France,France,France,France,Marennes,78,Marennes,Gravelines,,Sainte Marie,Out,In,1789=04=28,1789>04>28,00338079
France,France,France,France,Marennes,64,Marennes,Gravelines,,Bretonne,Out,In,1789=08=29,1789>08>29,00338082
Local,Local,Local,France,La Rochelle,75,La Rochelle,Rochefort,,Aimable Merite,Out,In,1789=03=21,1789>03>21,00340559
France,France,France,France,Marennes,148,Marennes,Gravelines,,Soleil,Out,In,1789=09=04,1789>09>04,00338086
France,France,France,France,Marennes,133,Marennes,Gravelines,,Jeune Abraham,Out,In,1789=11=23,1789>11>23,00338094
Local,Local,Local,Local,La Rochelle,2,La Rochelle,Marennes,,Deux Sœurs,Out,In,1789=01=21,1789>01>21,00341030
France,France,France,France,Marennes,75,Marennes,Gravelines,,Marie Jeanne,Out,In,1789=04=15,1789>04>15,00338101
France,France,France,France,Marennes,62,Marennes,Gravelines,,Saint Joseph,Out,In,1789=06=13,1789>06>13,00338104
France,France,France,France,Marennes,56,Marennes,Gravelines,,Jeannette,Out,In,1789=08=07,1789>08>07,00338110
France,France,France,France,Marennes,71,Marennes,Gravelines,,Charité,Out,In,1789=08=26,1789>08>26,00338115
France,France,France,France,La Rochelle,97,La Rochelle,Rouen,,Saint Pierre,Out,In,1789=11=25,1789>11>25,00340523
France,France,France,France,Marennes,57,Marennes,Étaples ,,Patiance,Out,In,1789=06=10,1789>06>10,00338177
France,France,France,France,Marennes,62,Marennes,Étaples ,,Lamitié Constante,Out,In,1789=10=01,1789>10>01,00338182
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,112,Marennes,Dunkerque,,Belle Judith,Out,In,1789=07=06,1789>07>06,00338230
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,55,Marennes,Dunkerque,,Gracieuse,Out,In,1789=07=10,1789>07>10,00338234
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,89,Marennes,Dunkerque,,Princesse du Nord,Out,In,1789=07=18,1789>07>18,00338235
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Ports francs et petites îles,Marennes,75,Marennes,Dunkerque,,Montreuil,Out,In,1789=08=17,1789>08>17,00338242
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,116,Marennes,Dunkerque,,Vailland,Out,In,1789=08=24,1789>08>24,00338246
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,711,Marennes,Dunkerque,,Constance Roze,Out,In,1789=08=27,1789>08>27,00338247
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,120,Marennes,Dunkerque,,Saint Jean Baptiste,Out,In,1789=09=07,1789>09>07,00338251
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,112,Marennes,Dunkerque,,Jean Baptiste,Out,In,1789=09=10,1789>09>10,00338252
France,France,France,France,La Rochelle,66,La Rochelle,Dieppe,,Saint Louis,Out,In,1789=11=12,1789>11>12,00341518
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,136,Marennes,Dunkerque,,Saint Joachim,Out,In,1789=09=18,1789>09>18,00338262
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,85,Marennes,Dunkerque,,Judith,Out,In,1789=09=22,1789>09>22,00338267
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,82,Marennes,Dunkerque,,Deux freres,Out,In,1789=09=22,1789>09>22,00338268
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,59,Marennes,Dunkerque,,Lange Gabriél,Out,In,1789=10=15,1789>10>15,00338276
France,France,France,France,La Rochelle,80,La Rochelle,Calais,,Mercure,Out,In,1789=02=07,1789>02>07,00341933
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,118,Marennes,Dunkerque,,Espérance,Out,In,1789=11=09,1789>11>09,00338286
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,151,Marennes,Dunkerque,,Providance de Dieu,Out,In,1789=11=11,1789>11>11,00338288
France,France,France,France,La Rochelle,64,La Rochelle,Calais,,Joseph,Out,In,1789=02=21,1789>02>21,00341934
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,120,Marennes,Dunkerque,,Bon Patriote,Out,In,1789=11=13,1789>11>13,00338290
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,111,Marennes,Dunkerque,,Vaillant Neptune,Out,In,1789=11=19,1789>11>19,00338294
France,France,France,Ports francs et petites îles,La Rochelle,70,La Rochelle,Calais,,Saint Pierre,Out,In,1789=03=02,1789>03>02,00341935
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Les Sables-d'Olonne,40,Noirmoutier,Dunkerque,,Petite,Out,In,1789=09=22,1789>09>22,00338341
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Les Sables-d'Olonne,50,Noirmoutier,Dunkerque,,Harmonie,Out,In,1789=09=23,1789>09>23,00338343
France,France,France,France,La Rochelle,122,La Rochelle,Rouen,,Duc de Normandie,Out,In,1789=02=07,1789>02>07,00340509
France,France,France,France,Marennes,137,Marennes,Dieppe,,Providance,Out,In,1789=04=27,1789>04>27,00338357
France,France,France,France,Marennes,96,Marennes,Dieppe,,Aimable Marie,Out,In,1789=04=29,1789>04>29,00338358
Local,Local,Local,Local,Marennes,50,Marennes,Tonnay-Charente,,Deux Sœurs,Out,In,1789=01=16,1789>01>16,00338432
Local,Local,Local,Local,Marennes,55,Marennes,Tonnay-Charente,,Saint Esprit,Out,In,1789=03=19,1789>03>19,00338472
Local,Local,Local,Local,Tonnay-Charente,53,Tonnay-Charente,La Rochelle,0008487N,Deux frères,Out,In,1789=01=21,1789>01>21,00341174
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Saint Jean,Out,In,1789=03=30,1789>03>30,00338476
Local,Local,Local,France,La Rochelle,74,La Rochelle,Marans,,Favorite,Out,In,1789=01=26,1789>01>26,00342083
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Saint Francois,Out,In,1789=04=04,1789>04>04,00338485
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Marie Claire,Out,In,1789=05=09,1789>05>09,00338516
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Rosalie,Out,In,1789=05=12,1789>05>12,00338520
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Catherinne,Out,In,1789=06=06,1789>06>06,00338538
Local,Local,Local,Local,Marennes,40,Marennes,Tonnay-Charente,,Jean Baptiste,Out,In,1789=06=06,1789>06>06,00338539
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Saint Jean,Out,In,1789=06=13,1789>06>13,00338547
Local,Local,Local,France,La Rochelle,20,La Rochelle,Marans,,Saint Etienne,Out,In,1789=02=13,1789>02>13,00342089
Local,Local,Local,Local,Marennes,55,Marennes,Tonnay-Charente,,Saint Esprit,Out,In,1789=06=26,1789>06>26,00338555
Local,Local,Local,Local,La Rochelle,9,La Rochelle,Marennes,,Pierre Francois,Out,In,1789=05=27,1789>05>27,00340978
Local,Local,Local,France,La Rochelle,50,La Rochelle,Marans,,Valleur,Out,In,1789=02=20,1789>02>20,00342094
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Saint Francois,Out,In,1789=09=14,1789>09>14,00338627
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Quatre Sœurs,Out,In,1789=09=18,1789>09>18,00338630
Local,Local,Local,Local,Tonnay-Charente,9,Tonnay-Charente,Saint-Martin-de-Ré,,Sainte Barbe,Out,In,1789=09=24,1789>09>24,00340409
Local,Local,Local,Local,Marennes,55,Marennes,Tonnay-Charente,,Saint Esprit,Out,In,1789=10=01,1789>10>01,00338647
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Cathérinne,Out,In,1789=10=01,1789>10>01,00338648
Local,Local,Local,Local,La Rochelle,8,La Rochelle,Saint-Martin-de-Ré,,Saint Pierre,Out,In,1789=01=14,1789>01>14,00340412
Local,Local,Local,Local,Marennes,38,Marennes,Tonnay-Charente,,Lesperance en Dieu,Out,In,1789=10=20,1789>10>20,00338660
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Saint Jean,Out,In,1789=10=21,1789>10>21,00338662
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Jean Baptiste,Out,In,1789=10=21,1789>10>21,00338664
Local,Local,Local,Local,Marennes,50,Marennes,Tonnay-Charente,,Saint Pierre,Out,In,1789=10=23,1789>10>23,00338670
Local,Local,Local,Local,La Rochelle,32,La Rochelle,Saint-Martin-de-Ré,,Saint Jean,Out,In,1789=02=18,1789>02>18,00340418
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Grace de Dieu,Out,In,1789=10=30,1789>10>30,00338676
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Genneviéve,Out,In,1789=11=02,1789>11>02,00338681
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,,Quatre Sœurs,Out,In,1789=11=05,1789>11>05,00338684
Local,Local,Local,Local,Tonnay-Charente,20,Tonnay-Charente,La Rochelle,,Victoire,Out,In,1789=03=26,1789>03>26,00341224
Local,Local,Local,Local,Marennes,18,Marennes,Tonnay-Charente,,Deux Sœurs,Out,In,1789=12=18,1789>12>18,00338722
Local,Local,Local,Local,La Rochelle,55,La Rochelle,Saint-Martin-de-Ré,,Fils Unique,Out,In,1789=10=05,1789>10>05,00340430
Local,Local,Local,Local,Marennes,55,Marennes,Tonnay-Charente,,Saint Esprit,Out,In,1789=12=24,1789>12>24,00338726
France,France,France,Ports francs et petites îles,Marennes,44,Marennes,Bordeaux,,Franchise,Out,In,1789=05=01,1789>05>01,00338853
Local,Local,Local,Local,Tonnay-Charente,36,Tonnay-Charente,La Rochelle,,Entreprise,Out,In,1789=05=11,1789>05>11,00341250
France,France,France,France,Marennes,53,Marennes,Bordeaux,,Sainte Anne,Out,In,1789=09=18,1789>09>18,00338934
France,France,France,France,Marennes,22,Marennes,Bordeaux,,Saint Etienne,Out,In,1789=10=02,1789>10>02,00338942
France,France,France,France,Marennes,43,Marennes,Bordeaux,,Espérance,Out,In,1789=10=24,1789>10>24,00338955
France,France,France,Local,Marennes,41,Marennes,Bordeaux,,Léspérance,Out,In,1789=10=28,1789>10>28,00338959
France,France,France,France,Marennes,66,Marennes,Bordeaux,,Marie Louise,Out,In,1789=11=17,1789>11>17,00338976
Local,Local,Local,France,La Rochelle,100,La Rochelle,Marennes,,Sainte Anne,Out,In,1789=10=08,1789>10>08,00340992
Local,Local,Local,Local,La Rochelle,32,La Rochelle,Marennes,,Marie Anne,Out,In,1789=10=23,1789>10>23,00340994
Local,Local,Local,Local,Tonnay-Charente,36,Tonnay-Charente,La Rochelle,,Entreprise,Out,In,1789=05=30,1789>05>30,00341263
Local,Local,Local,Local,La Rochelle,19,La Rochelle,Marennes,,Pierre Francois,Out,In,1789=12=09,1789>12>09,00340999
Local,Local,Local,Local,La Rochelle,100,La Rochelle,Les Sables-d'Olonne,,Aimable Sussanne,Out,In,1789=12=30,1789>12>30,00340485
Local,Local,Local,Local,Marennes,30,Marennes,Marans,,Deux Frères,Out,In,1789=10=17,1789>10>17,00339264
Local,Local,Local,Local,Marennes,30,Marennes,Marans,,Deux Fréres,Out,In,1789=11=20,1789>11>20,00339274
Local,Local,Local,Local,Marennes,8,Marennes,La Rochelle,,Suzanne,Out,In,1789=06=26,1789>06>26,00339757
France,France,France,France,Les Sables-d'Olonne,45,île de Bouin,Nantes,,Jacquette,Out,In,1789=11=23,1789>11>23,00339300
Local,Local,Local,Local,Les Sables-d'Olonne,30,Les Sables-d'Olonne,La Rochelle,,Providence,Out,In,1789=08=27,1789>08>27,00339454
France,France,France,France,Marennes,54,Marennes,Bordeaux,,Marie Guillemétte,Out,In,1789=07=17,1789>07>17,00339470
Local,Local,Local,Local,Saint-Martin-de-Ré,20,Saint-Martin-de-Ré,Moricq,,Louise,Out,In,1789=02=19,1789>02>19,00339743
France,France,France,France,Rochefort,60,Rochefort,Bordeaux,,Camille,Out,In,1789=02=18,1789>02>18,00339798
Local,Local,Local,Local,Saint-Martin-de-Ré,7,La Flotte-en-Ré,La Rochelle,,Deux Amis,In-Out,In,1789=09=29,1789>09>29,00339799
Local,Local,Local,Local,La Rochelle,30,La Rochelle,Marans,,Deux Amis,Out,In,1789=08=21,1789>08>21,00342108
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Ports francs et petites îles,Marennes,12,Marennes,Noirmoutier,,Jeanne Cécille,Out,In,1789=02=28,1789>02>28,00339848
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Ports francs et petites îles,Marennes,12,Marennes,Noirmoutier,,Jeanne Cécille,Out,In,1789=06=16,1789>06>16,00339850
France,France,France,France,Marennes,55,Marennes,Brest,,Charité,Out,In,1789=04=06,1789>04>06,00339978
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Ports francs et petites îles,Marennes,17,Marennes,Noirmoutier,,Diligent,Out,In,1789=07=18,1789>07>18,00340051
Local,Local,Local,Local,Rochefort,34,Rochefort,Les Sables-d'Olonne,,Heureux hazard,Out,In,1789=03=21,1789>03>21,00340120
Local,Local,Local,Local,Rochefort,30,Rochefort,Moricq,,Marie Antoine,Out,In,1789=02=21,1789>02>21,00340192
Local,Local,Local,Local,Rochefort,36,Rochefort,Moricq,,Bonne Esperance,Out,In,1789=06=10,1789>06>10,00340195
Local,Local,Local,Local,Rochefort,40,Rochefort,Moricq,,Catholique,Out,In,1789=06=19,1789>06>19,00340196
Local,Local,Local,Local,Rochefort,36,Rochefort,Moricq,,Bonne Esperance,Out,In,1789=08=01,1789>08>01,00340197
Local,Local,Local,Ports francs et petites îles,Rochefort,20,Rochefort,Marennes,,Marie Joseph,Out,In,1789=04=20,1789>04>20,00340205
Local,Local,Local,France,Rochefort,96,Rochefort,Marennes,,Saint Jean Baptiste,Out,In,1789=08=27,1789>08>27,00340211
Local,Local,Local,Local,Rochefort,29,Rochefort,Marennes,,Aimable,Out,In,1789=12=11,1789>12>11,00340220
Local,Local,Local,Local,Rochefort,41,Rochefort,La Rochelle,,Esperance,Out,In,1789=11=24,1789>11>24,00340235
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Les Sables-d'Olonne,,Marie Anne,Out,In,1789=02=17,1789>02>17,00340464
Local,Local,Local,Local,Tonnay-Charente,36,Tonnay-Charente,La Rochelle,,Union,Out,In,1789=12=30,1789>12>30,00341401
France,France,France,Ports francs et petites îles,Tonnay-Charente,38,Tonnay-Charente,Bordeaux,,Jeanne Louise,Out,In,1789=05=02,1789>05>02,00342002
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Ports francs et petites îles,La Rochelle,58,La Rochelle,Dunkerque,,Yout,Out,In,1789=10=01,1789>10>01,00341506
Local,Local,Local,France,Tonnay-Charente,17,Tonnay-Charente,île de Ré,0013176N,Sauvé,Out,In,1789=08=10,1789>08>10,00340694
Local,Local,Local,Local,La Rochelle,8,La Rochelle,Ribérou,,Marie Thereze,Out,In,1789=03=07,1789>03>07,00340629
France,France,France,France,La Rochelle,80,La Rochelle,Saint-Valéry-sur-Somme,0000422N,Deux Soeures,Out,In,1789=10=02,1789>10>02,00340402
Local,Local,Local,France,Tonnay-Charente,18,Tonnay-Charente,île de Ré,0008579N,Jeane,Out,In,1789=09=10,1789>09>10,00340702
France,France,France,France,La Rochelle,90,La Rochelle,Dieppe,,Aimable Elisabeth,Out,In,1789=04=23,1789>04>23,00341514
France,France,France,France,Marennes,115,Marennes,Gravelines,0000631N,Liberté,Out,In,1789=10=26,1789>10>26,00338092
Local,Local,Local,Local,La Rochelle,24,La Rochelle,Les Sables-d'Olonne,0000882N,Esperance,Out,In,1789=01=13,1789>01>13,00340461
France,France,France,Local,Marennes,49,Marennes,Libourne,0008617N,Marie Victoire,Out,In,1789=01=30,1789>01>30,00337676
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Les Sables-d'Olonne,0000882N,Esperance,Out,In,1789=04=23,1789>04>23,00340467
Local,Local,Local,Local,Saint-Martin-de-Ré,24,La Flotte-en-Ré,Les Sables-d'Olonne,0000882N,Esperance,In-Out,In,1789=07=05,1789>07>05,00339822
France,France,France,Ports francs et petites îles,La Rochelle,70,La Rochelle,Calais,,Saint Pierre,Out,In,1789=06=15,1789>06>15,00341941
Local,Local,Local,Local,Marans,118,Marans,Marennes,0001092N,Silphide,Out,In,1789=09=03,1789>09>03,00336222
France,France,France,France,La Rochelle,175,La Rochelle,Saint-Valéry-sur-Somme,0001789N,Roi David,Out,In,1789=08=31,1789>08>31,00340401
France,France,France,France,La Rochelle,45,La Rochelle,Bordeaux,,Jumelle,Out,In,1789=03=24,1789>03>24,00342016
France,France,France,Local,La Rochelle,40,La Rochelle,Bordeaux,,Saint Jean,Out,In,1789=10=17,1789>10>17,00342035
France,France,France,France,Marennes,133,Marennes,Fécamp,0001555N,Amis,Out,In,1789=09=07,1789>09>07,00338168
Local,Local,Local,Local,Tonnay-Charente,30,Tonnay-Charente,Marans,,Marie Antoine,Out,In,1789=07=13,1789>07>13,00342074
Local,Local,Local,Ports francs et petites îles,La Rochelle,60,La Rochelle,Marans,,Saint Francois,Out,In,1789=07=29,1789>07>29,00342105
Local,Local,Local,Local,Les Sables-d'Olonne,5,Saint-Michel-en-l'Herm,Marans,,Industrie,Out,In,1789=04=23,1789>04>23,00342117
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Ports francs et petites îles,Marennes,120,Marennes,Dunkerque,0002452N,Providance,Out,In,1789=12=30,1789>12>30,00338327
France,France,France,France,Marennes,59,Marennes,Saint-Valéry-sur-Somme,0002488N,Marie Françoise,Out,In,1789=05=09,1789>05>09,00337280
France,France,France,France,Marennes,135,Marennes,Le Havre,0002537N,Bons Amis,Out,In,1789=07=28,1789>07>28,00337796
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,129,Marennes,Dunkerque,0002537N,Bons Amis,Out,In,1789=12=09,1789>12>09,00338314
Local,Local,Local,France,Rochefort,70,Rochefort,Tonnay-Charente,0002637N,Eugène,Out,In,1789=11=19,1789>11>19,00337212
France,France,France,Ports francs et petites îles,Marennes,93,Marennes,Gravelines,0002655N,Saint René,Out,In,1789=04=28,1789>04>28,00338102
France,France,France,Ports francs et petites îles,Marennes,94,Marennes,Gravelines,0002655N,Saint René,Out,In,1789=08=10,1789>08>10,00338111
France,France,France,France,La Rochelle,130,La Rochelle,Saint-Valéry-sur-Somme,0003519N,Vendangeur,Out,In,1789=03=28,1789>03>28,00340387
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0003554N,Commerce,Out,In,1789=02=12,1789>02>12,00340030
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0003554N,Commerce,Out,In,1789=03=17,1789>03>17,00333479
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0003554N,Commerce,Out,In,1789=04=27,1789>04>27,00333481
Local,Local,Local,Local,Rochefort,20,Rochefort,La Rochelle,0003554N,Commerce,Out,In,1789=08=24,1789>08>24,00340233
France,France,France,France,Marennes,30,Marennes,Port-Louis,,Auguste,Out,In,1789=03=05,1789>03>05,00339842
Grande-Bretagne,Grande-Bretagne,Great Britain,Grande-Bretagne,Tonnay-Charente,100,Tonnay-Charente,Londres,,Anne,Out,In,1789=06=09,1789>06>09,00341102
Local,Local,Local,France,La Rochelle,34,La Rochelle,Marans,0004397N,Aimable Jeanne,Out,In,1789=04=20,1789>04>20,00342100
France,France,France,France,Marennes,58,Marennes,Saint-Valéry-sur-Somme,0004236N,Industrie,Out,In,1789=05=09,1789>05>09,00337290
France,France,France,Local,Marennes,15,La Perrotine,Bordeaux,0009671N,Marie Anne,Out,In,1789=04=27,1789>04>27,00336878
France,France,France,France,Marans,34,Marans,Bordeaux,0004397N,Aimable Jeanne,Out,In,1789=04=30,1789>04>30,00333720
France,France,France,France,Marennes,53,Marennes,Bordeaux,0004397N,Aimable Jeanne,Out,In,1789=12=18,1789>12>18,00338996
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,30,Noirmoutier,Nantes,,Mignonne,Out,In,1789=09=07,1789>09>07,00337635
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,34,Noirmoutier,Nantes,,Brochet,Out,In,1789=09=13,1789>09>13,00337636
Europe,Europe,Europe,Local,Les Sables-d'Olonne,5,Saint-Michel-en-l'Herm,pas mentionné,0012945N,Dromadaire,Out,In,1789=10=15!,1789>10>15!,00342161
Local,Local,Local,Local,La Rochelle,18,La Rochelle,Marans,0007079N,Davizard,Out,In,1789=03=26,1789>03>26,00342098
France,France,France,France,La Rochelle,43,La Rochelle,Saint-Valéry-en-Caux,0006350N,Marie Anne,Out,In,1789=03=07,1789>03>07,00340395
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,99,Marennes,Dunkerque,0006420N,Saint Charles,Out,In,1789=07=23,1789>07>23,00338237
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,France,Marennes,50,Marennes,Dunkerque,0006468N,Auguste Marie,Out,In,1789=11=23,1789>11>23,00338300
Local,Local,Local,Local,Marennes,15,Marennes,Marans,0006487N,Marie Lagrange,Out,In,1789=02=21,1789>02>21,00336661
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,0006575N,Geneviéve,Out,In,1789=08=07,1789>08>07,00338594
Local,Local,Local,Local,Marennes,20,Marennes,Marans,0006487N,Marie la Grange,Out,In,1789=03=23,1789>03>23,00339231
France,France,France,France,Marans,4,Marans,Côtes de Bretagne,0004284N,Saint Jean,Out,In,1789=08=20,1789>08>20,00336563
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,0006575N,Geneviéve,Out,In,1789=01=26,1789>01>26,00338433
Local,Local,Local,Local,Marennes,32,Marennes,Tonnay-Charente,0006575N,Geneviéve,Out,In,1789=10=16,1789>10>16,00338656
Local,Local,Local,Local,Saint-Martin-de-Ré,30,Saint-Martin-de-Ré,Tonnay-Charente,0006686N,Saint Pierre,Out,In,1789=05=05,1789>05>05,00336491
Local,Local,Local,Local,La Rochelle,3,La Rochelle,île d'Oléron,0007464N,Sussanne,Out,In,1789=05=15,1789>05>15,00340818
France,France,France,France,Marans,15,Marans,Côtes de Bretagne,0008439N,Marie Joseph,Out,In,1789=08=27,1789>08>27,00336573
Europe,Europe,Europe,Local,Les Sables-d'Olonne,5,Saint-Michel-en-l'Herm,pas mentionné,0021663N,Grand Hivert,Out,In,1789=12=04,1789>12>04,00342172
France,France,France,France,Saint-Martin-de-Ré,16,La Flotte-en-Ré,Côtes de Bretagne,0021001N,Marie Jean,In-Out,In,1789=02=02,1789>02>02,00332588
Local,Local,Local,Local,Rochefort,15,Rochefort,Port-d'Envaux,,Elizabeth,Out,In,1789=09=30,1789>09>30,00340336
