destination_radar,homeport_destination_radar,tonnage,departure_fr,destination_fr,ship_id,ship_name,departure_action,destination_action,departure_out_date,destination_in_date,source_doc_id
Local,Local,32,Marennes,Tonnay-Charente,,Grace de Dieu,Out,In,1789=07=08,1789>07>08,00338567
Local,France,59,Marennes,Tonnay-Charente,,Marianne,Out,In,1789=07=08,1789>07>08,00338568
Local,Local,32,Marennes,Tonnay-Charente,,Providance,Out,In,1789=07=09,1789>07>09,00338569
Local,Local,32,Marennes,Tonnay-Charente,,Saint Jean,Out,In,1789=07=09,1789>07>09,00338570
Local,Local,36,Marennes,Tonnay-Charente,,Don de Dieu,Out,In,1789=07=10,1789>07>10,00338572
Local,Local,32,Marennes,Tonnay-Charente,,Saint Francois,Out,In,1789=07=10,1789>07>10,00338574
Local,Local,40,Marennes,Tonnay-Charente,,Saint Jean Baptiste,Out,In,1789=07=14,1789>07>14,00338575
Local,Local,32,Marennes,Tonnay-Charente,,Quatre Sœurs,Out,In,1789=07=14,1789>07>14,00338576
Local,Local,50,Marennes,Tonnay-Charente,,Deux Amis,Out,In,1789=07=21,1789>07>21,00338579
Local,Local,35,Marennes,Tonnay-Charente,,Trois frères,Out,In,1789=07=21,1789>07>21,00338580
Local,Local,32,Marennes,Tonnay-Charente,,Rosalie,Out,In,1789=07=21,1789>07>21,00338581
Local,Local,36,Marennes,Tonnay-Charente,,Tasseliér,Out,In,1789=07=23,1789>07>23,00338584
Local,Local,30,Marennes,Tonnay-Charente,,Saint Jean Baptiste,Out,In,1789=07=23,1789>07>23,00338585
Local,Local,32,Marennes,Tonnay-Charente,,Marie Claire,Out,In,1789=07=23,1789>07>23,00338586
Local,Local,55,Marennes,Tonnay-Charente,,Saint Esprit,Out,In,1789=07=24,1789>07>24,00338587
Local,Local,32,Marennes,Tonnay-Charente,,Espérance en Dieu,Out,In,1789=07=25,1789>07>25,00338588
Local,Local,32,Marennes,Tonnay-Charente,,Catherinne,Out,In,1789=07=25,1789>07>25,00338589
Local,Europe,32,Marennes,Tonnay-Charente,,Saint Francois,Out,In,1789=08=06,1789>08>06,00338591
Local,Local,32,Marennes,Tonnay-Charente,,Marie Claire,Out,In,1789=08=07,1789>08>07,00338593
Local,Local,32,Marennes,Tonnay-Charente,,Geneviéve,Out,In,1789=08=07,1789>08>07,00338594
Local,Local,20,Marennes,Tonnay-Charente,,Saint Pierre,Out,In,1789=08=08,1789>08>08,00338596
Local,Local,32,Marennes,Tonnay-Charente,,Elizabeth,Out,In,1789=08=07,1789>08>07,00338595
Local,Local,30,Marennes,Tonnay-Charente,,Saint Jean Baptiste,Out,In,1789=08=11,1789>08>11,00338597
Local,Local,32,Marennes,Tonnay-Charente,,Quatre Sœurs,Out,In,1789=08=12,1789>08>12,00338598
Local,Local,32,Marennes,Tonnay-Charente,,Saint Francois,Out,In,1789=08=13,1789>08>13,00338599
Local,Local,32,Marennes,Tonnay-Charente,,Saint Jean,Out,In,1789=08=20,1789>08>20,00338604
Local,Local,32,Marennes,Tonnay-Charente,,Saint Etienne,Out,In,1789=08=20,1789>08>20,00338605
Local,Local,32,Marennes,Tonnay-Charente,,Don de Dieu,Out,In,1789=08=21,1789>08>21,00338606
Local,Local,18,Marennes,Tonnay-Charente,,Deux sœurs,Out,In,1789=08=22,1789>08>22,00338607
Local,Local,36,Marennes,Tonnay-Charente,,Union,Out,In,1789=08=22,1789>08>22,00338608
Local,Local,50,Marennes,Tonnay-Charente,,Deux Amis,Out,In,1789=08=22,1789>08>22,00338609
Local,Local,55,Marennes,Tonnay-Charente,,Saint Esprit,Out,In,1789=08=24,1789>08>24,00338611
Local,Local,50,Marennes,Tonnay-Charente,,Reine des Anges,Out,In,1789=08=24,1789>08>24,00338612
Local,Local,32,Marennes,Tonnay-Charente,,Genevieve,Out,In,1789=08=28,1789>08>28,00338614
Local,Local,32,Marennes,Tonnay-Charente,,Grace de Dieu,Out,In,1789=08=29,1789>08>29,00338615
Local,Local,32,Marennes,Tonnay-Charente,,Marie Claire,Out,In,1789=09=02,1789>09>02,00338616
Local,Local,32,Marennes,Tonnay-Charente,,Grace de Dieu,Out,In,1789=09=05,1789>09>05,00338618
Local,Local,32,Marennes,Tonnay-Charente,,Rozalie,Out,In,1789=09=05,1789>09>05,00338619
Local,Local,32,Marennes,Tonnay-Charente,,Saint Jean Baptiste,Out,In,1789=09=05,1789>09>05,00338620
Local,Local,32,Marennes,Tonnay-Charente,,Esperance en Dieu,Out,In,1789=09=07,1789>09>07,00338621
Local,Local,50,Marennes,Tonnay-Charente,,Reine des Anges,Out,In,1789=09=11,1789>09>11,00338623
Local,Local,32,Marennes,Tonnay-Charente,,Genevieve,Out,In,1789=09=11,1789>09>11,00338625
Local,Local,55,Marennes,Tonnay-Charente,,Saint Esprit,Out,In,1789=09=11,1789>09>11,00338626
Local,Local,32,Marennes,Tonnay-Charente,,Saint Francois,Out,In,1789=09=14,1789>09>14,00338627
Local,Local,32,Marennes,Tonnay-Charente,,Saint Jean,Out,In,1789=09=17,1789>09>17,00338628
Local,Local,30,Marennes,Tonnay-Charente,,Saint Jean Baptiste,Out,In,1789=09=17,1789>09>17,00338629
Local,Local,32,Marennes,Tonnay-Charente,,Quatre Sœurs,Out,In,1789=09=18,1789>09>18,00338630
Local,Local,18,Marennes,Tonnay-Charente,,Deux sœurs,Out,In,1789=09=18,1789>09>18,00338631
Local,Local,32,Marennes,Tonnay-Charente,,Saint Jean Baptiste,Out,In,1789=09=18,1789>09>18,00338632
Local,Local,50,Marennes,Tonnay-Charente,,Deux Amis,Out,In,1789=09=21,1789>09>21,00338633
Local,Local,32,Marennes,Tonnay-Charente,,Grace de Dieu,Out,In,1789=09=21,1789>09>21,00338635
Local,Local,32,Marennes,Tonnay-Charente,,Lespérance en Dieu,Out,In,1789=09=22,1789>09>22,00338637
Local,Local,37,Marennes,Tonnay-Charente,,Fille Unique,Out,In,1789=09=26,1789>09>26,00338638
Local,Local,32,Marennes,Tonnay-Charente,,Grace de Dieu,Out,In,1789=09=28,1789>09>28,00338643
Local,Local,32,Marennes,Tonnay-Charente,,Saint Etienne,Out,In,1789=09=28,1789>09>28,00338644
Local,Local,35,Marennes,Tonnay-Charente,,Rosalie,Out,In,1789=09=29,1789>09>29,00338645
Local,Local,55,Marennes,Tonnay-Charente,,Saint Esprit,Out,In,1789=10=01,1789>10>01,00338647
Local,Local,32,Marennes,Tonnay-Charente,,Cathérinne,Out,In,1789=10=01,1789>10>01,00338648
Local,Local,32,Marennes,Tonnay-Charente,,Grace de Dieu,Out,In,1789=10=02,1789>10>02,00338649
Local,Local,40,Marennes,Tonnay-Charente,,Madelaine,Out,In,1789=10=06,1789>10>06,00338650
Local,Local,36,Marennes,Tonnay-Charente,,Tanelier,Out,In,1789=10=06,1789>10>06,00338651
Local,Local,36,Marennes,Tonnay-Charente,,Lunion,Out,In,1789=10=14,1789>10>14,00338654
Local,Local,32,Marennes,Tonnay-Charente,,Marie Claire,Out,In,1789=10=16,1789>10>16,00338655
Local,Local,32,Marennes,Tonnay-Charente,,Geneviéve,Out,In,1789=10=16,1789>10>16,00338656
Local,Local,32,Marennes,Tonnay-Charente,,4 sœurs,Out,In,1789=10=17,1789>10>17,00338657
Local,Local,30,Marennes,Tonnay-Charente,,Saint Jean Baptiste,Out,In,1789=10=17,1789>10>17,00338658
Local,Local,55,Marennes,Tonnay-Charente,,Deux Sœurs,Out,In,1789=10=19,1789>10>19,00338659
Local,Local,38,Marennes,Tonnay-Charente,,Lesperance en Dieu,Out,In,1789=10=20,1789>10>20,00338660
Local,Local,32,Marennes,Tonnay-Charente,,Saint Jean,Out,In,1789=10=21,1789>10>21,00338662
Local,Local,32,Marennes,Tonnay-Charente,,Grace de Dieu,Out,In,1789=10=21,1789>10>21,00338663
Local,Local,32,Marennes,Tonnay-Charente,,Jean Baptiste,Out,In,1789=10=21,1789>10>21,00338664
Local,Local,50,Marennes,Tonnay-Charente,,Reine des Anges,Out,In,1789=10=21,1789>10>21,00338666
Local,Local,50,Marennes,Tonnay-Charente,,Saint Pierre,Out,In,1789=10=23,1789>10>23,00338670
Local,Local,32,Marennes,Tonnay-Charente,,La Grace de Dieu,Out,In,1789=10=26,1789>10>26,00338671
Local,Local,32,Marennes,Tonnay-Charente,,Saint Etienne,Out,In,1789=10=28,1789>10>28,00338672
Local,Local,40,Marennes,Tonnay-Charente,,Madelaine,Out,In,1789=10=28,1789>10>28,00338673
Local,Local,50,Marennes,Tonnay-Charente,,Deux Amis,Out,In,1789=10=29,1789>10>29,00338674
Local,Local,32,Marennes,Tonnay-Charente,,Grace de Dieu,Out,In,1789=10=30,1789>10>30,00338676
Local,Local,37,Marennes,Tonnay-Charente,,Saint Pierre,Out,In,1789=10=30,1789>10>30,00338675
Local,Local,32,Marennes,Tonnay-Charente,,Providance,Out,In,1789=10=31,1789>10>31,00338678
Local,Local,32,Marennes,Tonnay-Charente,,Saint François,Out,In,1789=10=31,1789>10>31,00338679
Local,Local,32,Marennes,Tonnay-Charente,,Genneviéve,Out,In,1789=11=02,1789>11>02,00338681
Local,Local,30,Marennes,Tonnay-Charente,,Saint Jean Baptiste,Out,In,1789=11=02,1789>11>02,00338682
Local,Local,32,Marennes,Tonnay-Charente,,Quatre Sœurs,Out,In,1789=11=05,1789>11>05,00338684
Local,Local,35,Marennes,Tonnay-Charente,,Rosalie,Out,In,1789=11=10,1789>11>10,00338687
Local,Local,32,Marennes,Tonnay-Charente,,Louis Aléxandre,Out,In,1789=11=10,1789>11>10,00338688
Local,Local,50,Marennes,Tonnay-Charente,,Princésse,Out,In,1789=11=11,1789>11>11,00338689
Local,Local,60,Marennes,Tonnay-Charente,,Sainte Marie,Out,In,1789=11=11,1789>11>11,00338691
Local,Local,54,Marennes,Tonnay-Charente,,Deux Sœurs,Out,In,1789=11=17,1789>11>17,00338692
Local,Local,32,Marennes,Tonnay-Charente,,Espérance en Dieu,Out,In,1789=11=21,1789>11>21,00338693
Local,Local,55,Marennes,Tonnay-Charente,,Saint Esprit,Out,In,1789=11=23,1789>11>23,00338694
Local,Local,35,Marennes,Tonnay-Charente,,Trois Frères,Out,In,1789=11=24,1789>11>24,00338695
Local,Local,32,Marennes,Tonnay-Charente,,Grace de Dieu,Out,In,1789=11=27,1789>11>27,00338697
Local,Local,32,Marennes,Tonnay-Charente,,Louis Aléxandre,Out,In,1789=11=27,1789>11>27,00338698
Local,Local,32,Marennes,Tonnay-Charente,,Saint Jean,Out,In,1789=11=27,1789>11>27,00338699
Local,Local,32,Marennes,Tonnay-Charente,,Marie Claire,Out,In,1789=11=28,1789>11>28,00338700
Local,Local,40,Marennes,Tonnay-Charente,,Madelaine,Out,In,1789=11=28,1789>11>28,00338701
Local,Local,32,Marennes,Tonnay-Charente,,Saint Jean Baptiste,Out,In,1789=11=30,1789>11>30,00338702
Local,Local,50,Marennes,Tonnay-Charente,,Reine des Anges,Out,In,1789=12=01,1789>12>01,00338705
Local,Local,32,Marennes,Tonnay-Charente,,Elizabeth,Out,In,1789=12=02,1789>12>02,00338707
Local,Local,50,Marennes,Tonnay-Charente,,Saint Esprit,Out,In,1789=12=04,1789>12>04,00338709
Local,Local,30,Marennes,Tonnay-Charente,,Saint Jean Baptiste,Out,In,1789=12=04,1789>12>04,00338710
Local,Local,60,Marennes,Tonnay-Charente,,Sainte Marie,Out,In,1789=12=09,1789>12>09,00338714
Local,Local,32,Marennes,Tonnay-Charente,,Quatre Sœurs,Out,In,1789=12=11,1789>12>11,00338717
Local,Local,36,Marennes,Tonnay-Charente,,Don de Dieu,Out,In,1789=12=09,1789>12>09,00338715
Local,Local,36,Marennes,Tonnay-Charente,,Tasseliér,Out,In,1789=12=14,1789>12>14,00338719
Local,Local,59,Marennes,Tonnay-Charente,,Marie Victoire,Out,In,1789=12=14,1789>12>14,00338720
Local,Local,32,Marennes,Tonnay-Charente,,Saint Jean,Out,In,1789=12=18,1789>12>18,00338721
Local,Local,18,Marennes,Tonnay-Charente,,Deux Sœurs,Out,In,1789=12=18,1789>12>18,00338722
Local,Local,50,Marennes,Tonnay-Charente,,Princésse,Out,In,1789=12=18,1789>12>18,00338723
Local,Local,35,Marennes,Tonnay-Charente,,Rozalie,Out,In,1789=12=18,1789>12>18,00338724
Local,Local,32,Marennes,Tonnay-Charente,,Geneviéve,Out,In,1789=12=22,1789>12>22,00338725
Local,Local,55,Marennes,Tonnay-Charente,,Saint Esprit,Out,In,1789=12=24,1789>12>24,00338726
Grande-Bretagne,Grande-Bretagne,72,Ars-en-Ré,Carmarthen,,Lowely,Out,In,1789=06=29,1789>06>29,00338729
France,France,52,Ars-en-Ré,Calais,,Marie Jeanne,Out,In,1789=11=06,1789>11>06,00338731
France,Local,45,Marennes,Bourg,,Don de Dieu,Out,In,1789=11=03,1789>11>03,00338800
France,France,90,Soubise,Boulogne-sur-Mer,,Suzanne,In-Out,In,1789=08=01,1789>08>01,00338801
Local,Local,15,Ars-en-Ré,Fouras,,Rosalie,Out,In,1789=07=17,1789>07>17,00340240
Local,Local,15,Ars-en-Ré,Fouras,,Ange Gabriel,Out,In,1789=07=20,1789>07>20,00340241
Local,Local,32,Tonnay-Charente,île de Ré,,Marie Elizabeth,Out,In,1789=05=05,1789>05>05,00340670
Europe,Europe,45,Saint-Martin-de-Ré,Biscaye,,Saint Jean Baptiste,Out,In,1789=06=26,1789>06>26,00339038
France,France,80,Saint-Martin-de-Ré,Billiers,,Cocq,Out,In,1789=02=13,1789>02>13,00339039
Grande-Bretagne,Grande-Bretagne,150,Ars-en-Ré,Bideford,,Leopard,Out,In,1789=02=14,1789>02>14,00339063
Grande-Bretagne,Grande-Bretagne,113,Ars-en-Ré,Bideford,,Triton,Out,In,1789=04=21,1789>04>21,00339064
Local,Local,30,Tonnay-Charente,île de Ré,,Providance,Out,In,1789=05=06,1789>05>06,00340671
Local,Local,32,Tonnay-Charente,île de Ré,,Providance,Out,In,1789=05=09,1789>05>09,00340673
Local,Local,30,Tonnay-Charente,île de Ré,,Providance,Out,In,1789=10=15,1789>10>15,00340712
Local,Local,35,Tonnay-Charente,île de Ré,,Saint Pierre,Out,In,1789=11=25,1789>11>25,00340722
Reste du monde,Reste du monde,76,Ars-en-Ré,Barnstable,,Valentine,Out,In,1789=02=27,1789>02>27,00339143
Local,Local,4,Tonnay-Charente,île de Ré,,Princesse,Out,In,1789=12=01,1789>12>01,00340723
France,France,30,Ars-en-Ré,Barfleur,,Louis Henry,Out,In,1789=12=18,1789>12>18,00339144
Reste du monde,Grande-Bretagne,243,Saint-Martin-de-Ré,Baltimore,,Ester,Out,In,1789=09=09,1789>09>09,00339163
Reste du monde,Europe,262,Marennes,Baltimore,,Jeune Germanus,Out,In,1789=09=07,1789>09>07,00339162
Local,Local,6,La Rochelle,Rivedoux,,Bonne Suzanne,Out,In,1789=03=11,1789>03>11,00340620
Europe,Ports francs et petites îles,58,Noirmoutier,illisible,,Montreuil,Out,In,1789=06=20,1789>06>20,00339294
Europe,France,,Marennes,pas mentionné,,Duc de Penthièvre et Comte d' Eu,Out,In,1789=06=06,1789>06>06,00339292
France,Ports francs et petites îles,32,île de Bouin,Côtes de Bretagne,,Saint André,Out,In,1789=08=05,1789>08>05,00339310
Reste du monde,Reste du monde,100,Ars-en-Ré,Georgetown,,Nancy,Out,In,1789=01=27,1789>01>27,00339351
Europe,France,62,Marennes,Ostende,,La Victoire,Out,In,1789=06=16,1789>06>16,00339403
Ports francs et petites îles,Local,42,La Flotte-en-Ré,Dunkerque,,Trois Cousin,In-Out,In,1789=04=11,1789>04>11,00339404
Local,Local,26,Tonnay-Charente,Ribérou,,Saint Jean,Out,In,1789=09=21,1789>09>21,00340623
France,Local,20,Saint-Martin-de-Ré,Hennebont,,Hirondelle,Out,In,1789=10=03,1789>10>03,00339445
Europe,Local,26,Saint-Martin-de-Ré,illisible,,Hirondelle,Out,In,1789=05=13,1789>05>13,00339451
France,France,33,Rochefort,Auray,,Saint Jacques,Out,In,1789=06=27,1789>06>27,00339458
France,France,12,Rochefort,Auray,,Sainte Anne,Out,In,1789=03=10,1789>03>10,00339457
Local,Local,20,Ker Châlon,Ker Châlon,,Francoise,Out,In,1789<06<16,1789>06>16,00339461
Local,France,5,La Flotte-en-Ré,mer des Pertuis,,Sainte Anne,In-Out,In,1789=04=30,1789>04>30,00339464
Local,Local,20,Ker Châlon,La Rochelle,,Françoise,Out,In,1789<01<22,1789>01>22,00339466
France,France,15,La Flotte-en-Ré,Redon,,Saint Louis,In-Out,In,1789=07=07,1789>07>07,00339468
France,Ports francs et petites îles,64,Noirmoutier,Rouen,,Ambition,Out,In,1789=02=17,1789>02>17,00339471
France,Europe,75,Tonnay-Charente,Nantes,,Petit Saint Jean,Out,In,1789=06=09,1789>06>09,00340892
Local,Local,32,Tonnay-Charente,La Rochelle,,Saint François,Out,In,1789=10=20,1789>10>20,00339754
Local,Local,30,Tonnay-Charente,île de Ré,,Saint Pierre,Out,In,1789=05=12,1789>05>12,00340674
Local,Europe,58,Seudre,Marennes,,Marie Luce,Out,In,1789<12<10,1789>12>10,00341007
Local,Local,32,Tonnay-Charente,île de Ré,,Saint François,Out,In,1789=05=13,1789>05>13,00340675
Local,Local,32,Tonnay-Charente,île de Ré,,Providance,Out,In,1789=07=04,1789>07>04,00340682
Local,Local,32,Tonnay-Charente,île de Ré,,Providance,Out,In,1789=07=30,1789>07>30,00340689
Local,Europe,48,Marennes,Marennes,,Saint Joseph,Out,In,1789<07<11,1789>07>11,00341009
Local,Europe,150,Tonnay-Charente,Seudre,,Jonges Stapert,Out,In,1789=11=16,1789>11>16,00339729
Local,Local,80,Tonnay-Charente,Rochefort,,Marie Sophie,Out,In,1789=08=14,1789>08>14,00339733
Local,Local,15,Marennes,Saint-Martin-de-Ré,,Deux fréres,Out,In,1789=07=17,1789>07>17,00339731
Local,Local,6,Le Chapus,Marennes,,Deux Amis,Out,In,1789<05<22,1789>05>22,00339749
Local,Europe,55,Marennes,Marennes,,Société,Out,In,1789<12<13,1789>12>13,00341010
Local,Local,6,Soubise,Marennes,,Deux Amis,In-Out,In,1789=05=22,1789>05>22,00339749
Europe,Europe,14,Saint-Martin-de-Ré,pas identifié,,Saint Jean Baptiste,Out,In,1789=05=02,1789>05>02,00339768
Local,Local,32,Saint-Martin-de-Ré,Tonnay-Charente,,Providence,Out,In,1789=02=20,1789>02>20,00339771
Local,France,85,Rochefort,Tonnay-Charente,,Espoir,Out,In,1789=02=21,1789>02>21,00339770
Local,Local,30,Saint-Martin-de-Ré,Tonnay-Charente,,Providence,Out,In,1789=02=20,1789>02>20,00339772
Local,Local,20,Saint-Martin-de-Ré,Tonnay-Charente,,Marie Theophille,Out,In,1789=02=23,1789>02>23,00339774
Local,Local,30,Saint-Martin-de-Ré,Tonnay-Charente,,Saint Pierre,Out,In,1789=03=28,1789>03>28,00339775
Local,Local,32,Saint-Martin-de-Ré,Tonnay-Charente,,Providence,Out,In,1789=05=14,1789>05>14,00339777
France,France,30,Soubise,Brest,,Sainte Anne,In-Out,In,1789=09=27,1789>09>27,00339781
France,France,27,Soubise,Brest,,Sainte Anne,In-Out,In,1789=09=27,1789>09>27,00339782
Local,Local,7,La Rochelle,La Rochelle,,Deux Amis,Out,In,1789<09<29,1789>09>29,00339799
Local,Local,19,Saint-Martin-de-Ré,île d'Yeu,,Esperance,Out,In,1789=07=03,1789>07>03,00339800
France,Ports francs et petites îles,20,Ribérou,Vannes,,Marie Joseph,Out,In,1789=05=20,1789>05>20,00339803
France,France,36,Saint-Denis d'Oléron,Vannes,,Bonne Mère,Out,In,1789=03=13,1789>03>13,00339804
Europe,Europe,121,Marennes,Stettin,,Deux freres,Out,In,1789=03=30,1789>03>30,00339806
Local,Local,20,La Perrotine,Soubise,,Sosieté,Out,In,1789=11=03,1789>11>03,00339808
Local,Local,18,La Perrotine,Soubise,,Marie Françoise,Out,In,1789=12=03,1789>12>03,00339809
Local,Local,16,Marennes,Saint-Martin-de-Ré,,Deux Frères,Out,In,1789=04=02,1789>04>02,00339811
Local,Local,22,Saint-Denis d'Oléron,Saint-Gilles-sur-Vie,,Eprevier,Out,In,1789=10=30,1789>10>30,00339812
Europe,France,52,Saint-Martin-de-Ré,Santander,,Notre Dame,Out,In,1789=08=17,1789>08>17,00339813
Local,Local,28,Les Sables-d'Olonne,Les Sables-d'Olonne,,Binjamin,Out,In,1789<07<09,1789>07>09,00339820
Local,Local,32,Tonnay-Charente,île de Ré,,Providance,Out,In,1789=08=24,1789>08>24,00340698
Local,Local,6,Saint-Denis d'Oléron,Rochefort,,Bonne mère,Out,In,1789=11=09,1789>11>09,00339831
France,France,18,Rochefort,Quiberon,,Saint Pierre,Out,In,1789<08<10,1789>08>10,00339834
France,France,25,Tonnay-Charente,Quiberon,,Marie Francoise,Out,In,1789<03<05,1789>03>05,00339836
France,France,25,Noirmoutier,Port-Louis,,Marie Jeanne,Out,In,1789=07=23,1789>07>23,00339843
France,France,7,Les Sables-d'Olonne,Auray,,Sainte Anne,Out,In,1789<03<26,1789>03>26,00339847
Ports francs et petites îles,Ports francs et petites îles,5,Noirmoutier,Noirmoutier,,Poste,Out,In,1789<04<29,1789>04>29,00339852
Ports francs et petites îles,Ports francs et petites îles,10,La Perrotine,Noirmoutier,,Susanne,Out,In,1789=05=15,1789>05>15,00339854
Ports francs et petites îles,Ports francs et petites îles,24,La Perrotine,Noirmoutier,,Sainte Helaine,Out,In,1789=07=16,1789>07>16,00339856
Ports francs et petites îles,Ports francs et petites îles,24,La Perrotine,Noirmoutier,,Sainte Elaine,Out,In,1789=09=17,1789>09>17,00339857
Ports francs et petites îles,Ports francs et petites îles,15,La Perrotine,Noirmoutier,,Prinelais,Out,In,1789=11=19,1789>11>19,00339858
Local,Local,36,Tonnay-Charente,île de Ré,,Saint Jacques,Out,In,1789=01=31,1789>01>31,00340641
Local,Local,30,Tonnay-Charente,île de Ré,,Providance,Out,In,1789=02=06,1789>02>06,00340642
France,France,25,Saint-Denis d'Oléron,Morlaix,,Saint Sebastien,Out,In,1789=03=24,1789>03>24,00339868
Local,Local,32,Tonnay-Charente,île de Ré,,Providance,Out,In,1789=02=13,1789>02>13,00340644
France,Local,33,Marennes,Nantes,,Chasseur,Out,In,1789=07=08,1789>07>08,00339865
Europe,Europe,136,Saint-Martin-de-Ré,pas identifié,,Jeune Catherine,Out,In,1789=12=21,1789>12>21,00339870
Local,Local,18,La Perrotine,Marennes,,Marie Françoise,Out,In,1789=09=16,1789>09>16,00339871
Local,France,34,Saint-Denis d'Oléron,Marennes,,Nouvelle Union,Out,In,1789=09=21,1789>09>21,00339872
Local,Local,36,Tonnay-Charente,île de Ré,,Saint André,Out,In,1789=02=13,1789>02>13,00340645
Local,Local,5,Tonnay-Charente,île de Ré,,Princesse,Out,In,1789=02=17,1789>02>17,00340646
France,France,50,Marennes,Landerneau,,Saint Pierre,Out,In,1789=02=10,1789>02>10,00339886
France,France,24,La Perrotine,Landerneau,,Sainte Jeune Vieve [Sainte Geneviève],Out,In,1789=04=09,1789>04>09,00339885
Local,Local,15,La Rochelle,La Rochelle,,Bailly des Ecotais,Out,In,1789<02<10,1789>02>10,00339889
Local,Local,15,La Rochelle,La Rochelle,,Bailly,Out,In,1789<03<13,1789>03>13,00339890
Local,Local,15,La Rochelle,La Rochelle,,Bailly,Out,In,1789<04<01,1789>04>01,00339891
Local,Local,22,La Rochelle,La Rochelle,,Perle,Out,In,1789<04<08,1789>04>08,00339892
Local,Local,33,La Rochelle,La Rochelle,,Necessaire,Out,In,1789<04<14,1789>04>14,00339893
Local,Local,4,La Rochelle,La Rochelle,,Balon,Out,In,1789<06<09,1789>06>09,00339894
Local,Local,39,Tonnay-Charente,île de Ré,,Marie Theophile,Out,In,1789=02=19,1789>02>19,00340647
Local,France,30,Tonnay-Charente,île de Ré,,Saint Pierre,Out,In,1789=02=24,1789>02>24,00340648
Local,Local,19,Saint-Martin-de-Ré,île d'Yeu,,Esperance,Out,In,1789=10=03,1789>10>03,00339917
Local,Local,2,île d'Yeu,île d'Yeu,,Courier,Out,In,1789<04<10,1789>04>10,00339921
France,Local,19,Marennes,île d'Arz,,Esperance,Out,In,1789=02=23,1789>02>23,00339920
France,France,12,Marennes,Côtes de Bretagne,,Sainte Anne,Out,In,1789=07=15,1789>07>15,00339948
Local,Local,15,île de Ré,île de Ré,,Benjamin,Out,In,1789<04<17,1789>04>17,00339933
Local,Local,15,Soubise,île de Ré,,Benjamin,In-Out,In,1789=04=17,1789>04>17,00339933
Local,Ports francs et petites îles,24,Noirmoutier,île d'Oléron,,Saint Chaine,Out,In,1789=09=01,1789>09>01,00339934
Europe,Grande-Bretagne,150,Saint-Martin-de-Ré,Hambourg,,Amilys,Out,In,1789=08=21,1789>08>21,00339935
France,France,6,La Flotte-en-Ré,Le Croisic,,Saint Pierre,In-Out,In,1789=12=21,1789>12>21,00339937
France,France,15,Marennes,Côtes de Bretagne,,Esperance,Out,In,1789<04<30,1789>04>30,00339938
