"pointcall","ferme_bureau","tonnage","pointcall","pointcall_province","substate_1789_fr","state_1789_fr","partner_balance_supp_1789","destination_radar"
Rochefort,Rochefort,20,Charente,Aunis,,France,France,Local
Rochefort,Rochefort,20,Charente,Aunis,,France,France,Local
Ribérou [Saujon],Marennes,20,La Rochelle,Aunis,,France,France,Local
Marennes,Marennes,26,Aligre de Marans,Aunis,,France,France,Local
Saint Martin de Ré,Saint-Martin île de Ré,6,La Rochelle,Aunis,,France,France,Local
Rochefort,Rochefort,10,La Rochelle,Aunis,,France,France,Local
Marennes,Marennes,40,Charente,Aunis,,France,France,Local
Aligre de Marans,Alligre,22,Oléron,Saintonge,,France,France,Local
Saint Martin de Ré,Saint-Martin île de Ré,30,Moricq,Poitou,,France,France,Local
Saint Martin de Ré,Saint-Martin île de Ré,5,Charente,Aunis,,France,France,Local
Saint Martin de Ré,Saint-Martin île de Ré,16,Sables d' Olonne,Poitou,,France,France,Local
Saint Martin de Ré,Saint-Martin île de Ré,15,Marennes,Saintonge,,France,France,Local
Rochefort,Rochefort,30,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,20,Moricq,Poitou,,France,France,Local
Aligre de Marans,Alligre,22,Oléron,Saintonge,,France,France,Local
Le Chateau [d' Oléron],Marennes,6,Rochefort,Aunis,,France,France,Local
Soubise,Marennes,3,Oléron,Saintonge,,France,France,Local
La Rochelle,La Rochelle,19,Oléron,Saintonge,,France,France,Local
Ribérou [Saujon],Marennes,35,Oléron,Saintonge,,France,France,Local
Charente,Charente,38,Aligre de Marans,Aunis,,France,France,Local
Ribérou [Saujon],Marennes,20,La Rochelle,Aunis,,France,France,Local
Ars en Ré,Saint-Martin île de Ré,15,Aligre de Marans,Aunis,,France,France,Local
Le Chateau [d' Oléron],Marennes,3,Rochefort,Aunis,,France,France,Local
Le Chateau [d' Oléron],Marennes,28,Aligre de Marans,Aunis,,France,France,Local
La Flotte en Ré,Saint-Martin île de Ré,4,La Rochelle,Aunis,,France,France,Local
Le Chateau [d' Oléron],Marennes,3,La Rochelle,Aunis,,France,France,Local
Aligre de Marans,Alligre,20,Marennes,Saintonge,,France,France,Local
Aligre de Marans,Alligre,40,Rochefort,Aunis,,France,France,Local
Charente,Charente,20,Ile de Ré,Aunis,,France,France,Local
Le Chateau [d' Oléron],Marennes,22,Aligre de Marans,Aunis,,France,France,Local
Charente,Charente,20,Ile de Ré,Aunis,,France,France,Local
Ribérou [Saujon],Marennes,20,La Rochelle,Aunis,,France,France,Local
La Rochelle,La Rochelle,38,Charente,Aunis,,France,France,Local
Saint Martin de Ré,Saint-Martin île de Ré,32,La Rochelle,Aunis,,France,France,Local
Charente,Charente,42,Sables d' Olonne,Poitou,,France,France,Local
Rochefort,Rochefort,32,Charente,Aunis,,France,France,Local
Ars en Ré,Saint-Martin île de Ré,26,Anveaux,Saintonge,,France,France,Local
Charente,Charente,20,Ile d' Aix,Aunis,,France,France,Local
Moricq,Sables d'Olonne,20,Marennes,Saintonge,,France,France,Local
Saint Michel en l' Herm,Sables d'Olonne,5,Aligre de Marans,Aunis,,France,France,Local
Saint Michel en l' Herm,Sables d'Olonne,5,Aligre de Marans,Aunis,,France,France,Local
Moricq,Sables d'Olonne,8,Saint Martin de Ré,Aunis,,France,France,Local
Moricq,Sables d'Olonne,10,Saint Martin de Ré,Aunis,,France,France,Local
Moricq,Sables d'Olonne,8,Aligre de Marans,Aunis,,France,France,Local
Moricq,Sables d'Olonne,25,Saint Martin de Ré,Aunis,,France,France,Local
Moricq,Sables d'Olonne,22,La Flotte en Ré,Aunis,,France,France,Local
Moricq,Sables d'Olonne,22,La Flotte en Ré,Aunis,,France,France,Local
Moricq,Sables d'Olonne,15,Ars en Ré,Aunis,,France,France,Local
Moricq,Sables d'Olonne,20,La Rochelle,Aunis,,France,France,Local
Moricq,Sables d'Olonne,40,La Rochelle,Aunis,,France,France,Local
Saint Gilles sur Vie,Sables d'Olonne,22,Beauvoir-sur-Mer,Poitou,,France,France,Local
Mortagne,Marennes,32,Charente,Aunis,,France,France,Local
Saint Gilles sur Vie,Sables d'Olonne,2,Sables d' Olonne,Poitou,,France,France,Local
Saint Michel en l' Herm,Sables d'Olonne,5,Aligre de Marans,Aunis,,France,France,Local
Mortagne,Marennes,32,Rochefort,Aunis,,France,France,Local
Sables d' Olonne,Sables d'Olonne,2,Eguillon,Poitou,,France,France,Local
Saint Michel en l' Herm,Sables d'Olonne,4,Couarde île de Ré,Aunis,,France,France,Local
Saint Gilles sur Vie,Sables d'Olonne,22,Marennes,Saintonge,,France,France,Local
La Rochelle,La Rochelle,36,Moricq,Poitou,,France,France,Local
Aligre de Marans,Alligre,30,La Rochelle,Aunis,,France,France,Local
La Rochelle,La Rochelle,24,Sables d' Olonne,Poitou,,France,France,Local
Charente,Charente,40,Ars en Ré,Aunis,,France,France,Local
Rochefort,Rochefort,34,Oléron,Saintonge,,France,France,Local
Marennes,Marennes,22,Aligre de Marans,Aunis,,France,France,Local
Charente,Charente,35,Ile de Ré,Aunis,,France,France,Local
La Rochelle,La Rochelle,36,Rochefort,Aunis,,France,France,Local
La Rochelle,La Rochelle,105,Ile de Ré,Aunis,,France,France,Local
La Rochelle,La Rochelle,36,Aligre de Marans,Aunis,,France,France,Local
La Rochelle,La Rochelle,75,Oléron,Saintonge,,France,France,Local
Charente,Charente,39,La Rochelle,Aunis,,France,France,Local
Charente,Charente,35,Ile de Ré,Aunis,,France,France,Local
Royan,Marennes,33,Charente,Aunis,,France,France,Local
Charente,Charente,32,Ile de Ré,Aunis,,France,France,Local
La Rochelle,La Rochelle,150,Oléron,Saintonge,,France,France,Local
Charente,Charente,30,Ile de Ré,Aunis,,France,France,Local
Charente,Charente,36,Ile de Ré,Aunis,,France,France,Local
La Rochelle,La Rochelle,40,Oléron,Saintonge,,France,France,Local
Charente,Charente,38,Oléron,Saintonge,,France,France,Local
Charente,Charente,32,Brouage,Saintonge,,France,France,Local
Charente,Charente,32,Bourcefranc,Saintonge,,France,France,Local
Charente,Charente,38,La Rochelle,Aunis,,France,France,Local
Charente,Charente,70,La Rochelle,Aunis,,France,France,Local
Charente,Charente,32,La Rochelle,Aunis,,France,France,Local
Charente,Charente,50,La Rochelle,Aunis,,France,France,Local
Charente,Charente,32,La Rochelle,Aunis,,France,France,Local
Charente,Charente,38,La Rochelle,Aunis,,France,France,Local
Charente,Charente,165,La Rochelle,Aunis,,France,France,Local
La Rochelle,La Rochelle,120,Ile de Ré,Aunis,,France,France,Local
La Rochelle,La Rochelle,50,Ile de Ré,Aunis,,France,France,Local
Saint Martin de Ré,Saint-Martin île de Ré,64,La Rochelle,Aunis,,France,France,Local
Moricq,Sables d'Olonne,30,Saint Martin de Ré,Aunis,,France,France,Local
Moricq,Sables d'Olonne,25,Saint Martin de Ré,Aunis,,France,France,Local
Champagné-les-Marais,Sables d'Olonne,26,La Rochelle,Aunis,,France,France,Local
Moricq,Sables d'Olonne,36,La Rochelle,Aunis,,France,France,Local
Sables d' Olonne,Sables d'Olonne,24,La Rochelle,Aunis,,France,France,Local
Sables d' Olonne,Sables d'Olonne,24,La Rochelle,Aunis,,France,France,Local
Ribérou [Saujon],Marennes,35,Oléron,Saintonge,,France,France,Local
Ribérou [Saujon],Marennes,27,Oléron,Saintonge,,France,France,Local
Ribérou [Saujon],Marennes,36,Oléron,Saintonge,,France,France,Local
La Perrotine,Marennes,,Chalon,Saintonge,,France,France,Local
Ribérou [Saujon],Marennes,32,Oléron,Saintonge,,France,France,Local
Ribérou [Saujon],Marennes,36,Oléron,Saintonge,,France,France,Local
Aligre de Marans,Alligre,26,Saint Martin de Ré,Aunis,,France,France,Local
Aligre de Marans,Alligre,30,Saint Martin de Ré,Aunis,,France,France,Local
Aligre de Marans,Alligre,22,Oléron,Saintonge,,France,France,Local
Aligre de Marans,Alligre,32,Rochefort,Aunis,,France,France,Local
Aligre de Marans,Alligre,29,Marennes,Saintonge,,France,France,Local
Sables d' Olonne,Sables d'Olonne,36,Saint Savinien,Saintonge,,France,France,Local
Sables d' Olonne,Sables d'Olonne,24,La Rochelle,Aunis,,France,France,Local
Saint Martin de Ré,Saint-Martin île de Ré,30,Oléron,Saintonge,,France,France,Local
Saint Martin de Ré,Saint-Martin île de Ré,30,Moricq,Poitou,,France,France,Local
Charente,Charente,33,Royan,Saintonge,,France,France,Local
Sables d' Olonne,Sables d'Olonne,26,Le Chateau [d' Oléron],Saintonge,,France,France,Local
Marennes,Marennes,30,Aligre de Marans,Aunis,,France,France,Local
Saint Martin de Ré,Saint-Martin île de Ré,25,Aligre de Marans,Aunis,,France,France,Local
Rochefort,Rochefort,100,Charente,Aunis,,France,France,Local
Saint Martin de Ré,Saint-Martin île de Ré,40,La Rochelle,Aunis,,France,France,Local
La Rochelle,La Rochelle,40,Oléron,Saintonge,,France,France,Local
Saint Martin de Ré,Saint-Martin île de Ré,32,La Rochelle,Aunis,,France,France,Local
Charente,Charente,30,Ile de Ré,Aunis,,France,France,Local
Charente,Charente,38,Ile de Ré,Aunis,,France,France,Local
Charente,Charente,26,Ile de Ré,Aunis,,France,France,Local
Charente,Charente,30,Ile de Ré,Aunis,,France,France,Local
Charente,Charente,30,Ile de Ré,Aunis,,France,France,Local
La Rochelle,La Rochelle,100,Rochefort,Aunis,,France,France,Local
Ars en Ré,Saint-Martin île de Ré,25,Sables d' Olonne,Poitou,,France,France,Local
La Rochelle,La Rochelle,32,Rochefort,Aunis,,France,France,Local
La Rochelle,La Rochelle,32,Sables d' Olonne,Poitou,,France,France,Local
Charente,Charente,30,Ile de Ré,Aunis,,France,France,Local
Charente,Charente,30,Ile de Ré,Aunis,,France,France,Local
Charente,Charente,32,Ile de Ré,Aunis,,France,France,Local
Charente,Charente,26,Ribérou [Saujon],Saintonge,,France,France,Local
Charente,Charente,32,Ile de Ré,Aunis,,France,France,Local
La Rochelle,La Rochelle,32,Rochefort,Aunis,,France,France,Local
Marennes,Marennes,33,Ile de Ré,Aunis,,France,France,Local
La Rochelle,La Rochelle,41,Rochefort,Aunis,,France,France,Local
Rochefort,Rochefort,30,Taillebourg,Saintonge,,France,France,Local
Rochefort,Rochefort,62,Saint Savinien,Saintonge,,France,France,Local
Rochefort,Rochefort,47,Saint Martin de Ré,Aunis,,France,France,Local
Rochefort,Rochefort,27,Oléron,Saintonge,,France,France,Local
Rochefort,Rochefort,36,Oléron,Saintonge,,France,France,Local
Rochefort,Rochefort,80,Oléron,Saintonge,,France,France,Local
Rochefort,Rochefort,31,Oléron,Saintonge,,France,France,Local
Ars en Ré,Saint-Martin île de Ré,36,Oléron,Saintonge,,France,France,Local
Rochefort,Rochefort,27,Marennes,Saintonge,,France,France,Local
Rochefort,Rochefort,35,Dercie,Saintonge,,France,France,Local
Rochefort,Rochefort,40,La Perrotine,Saintonge,,France,France,Local
Rochefort,Rochefort,35,Dercie,Saintonge,,France,France,Local
La Rochelle,La Rochelle,55,Ile de Ré,Aunis,,France,France,Local
Ars en Ré,Saint-Martin île de Ré,36,Anveaux,Saintonge,,France,France,Local
Rochefort,Rochefort,28,Anveaux,Saintonge,,France,France,Local
Rochefort,Rochefort,32,Anveaux,Saintonge,,France,France,Local
Charente,Charente,55,La Tremblade,Saintonge,,France,France,Local
Charente,Charente,90,Rochefort,Aunis,,France,France,Local
Charente,Charente,50,Oléron,Saintonge,,France,France,Local
La Rochelle,La Rochelle,38,Oléron,Saintonge,,France,France,Local
La Rochelle,La Rochelle,58,Oléron,Saintonge,,France,France,Local
La Rochelle,La Rochelle,22,Oléron,Saintonge,,France,France,Local
La Rochelle,La Rochelle,38,Oléron,Saintonge,,France,France,Local
La Rochelle,La Rochelle,40,Moricq,Poitou,,France,France,Local
La Rochelle,La Rochelle,25,Moricq,Poitou,,France,France,Local
La Rochelle,La Rochelle,25,Moricq,Poitou,,France,France,Local
La Rochelle,La Rochelle,30,Moricq,Poitou,,France,France,Local
La Rochelle,La Rochelle,32,Marennes,Saintonge,,France,France,Local
La Rochelle,La Rochelle,38,Marennes,Saintonge,,France,France,Local
Charente,Charente,24,Aligre de Marans,Aunis,,France,France,Local
Charente,Charente,53,La Rochelle,Aunis,,France,France,Local
Charente,Charente,36,La Rochelle,Aunis,,France,France,Local
Charente,Charente,70,La Rochelle,Aunis,,France,France,Local
Charente,Charente,38,La Rochelle,Aunis,,France,France,Local
Charente,Charente,36,La Rochelle,Aunis,,France,France,Local
La Rochelle,La Rochelle,50,Ile de Ré,Aunis,,France,France,Local
La Rochelle,La Rochelle,24,Ile de Ré,Aunis,,France,France,Local
La Rochelle,La Rochelle,53,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,110,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,45,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,25,Chalon,Saintonge,,France,France,Local
La Rochelle,La Rochelle,21,Aligre de Marans,Aunis,,France,France,Local
La Rochelle,La Rochelle,35,Aligre de Marans,Aunis,,France,France,Local
Charente,Charente,38,Ile de Ré,Aunis,,France,France,Local
La Rochelle,La Rochelle,32,Dercie,Saintonge,,France,France,Local
La Rochelle,La Rochelle,80,Ile de Ré,Aunis,,France,France,Local
Charente,Charente,30,Ile de Ré,Aunis,,France,France,Local
Charente,Charente,36,Ile de Ré,Aunis,,France,France,Local
Charente,Charente,32,Brouage,Saintonge,,France,France,Local
Charente,Charente,30,Ile de Ré,Aunis,,France,France,Local
La Rochelle,La Rochelle,45,Saint Martin de Ré,Aunis,,France,France,Local
Saint Martin de Ré,Saint-Martin île de Ré,45,Chalon,Saintonge,,France,France,Local
Le Chateau [d' Oléron],Marennes,2,Chalon,Saintonge,,France,France,Local
Le Chateau [d' Oléron],Marennes,8,Chalon,Saintonge,,France,France,Local
Marennes,Marennes,18,Chalon,Saintonge,,France,France,Local
Saint Martin de Ré,Saint-Martin île de Ré,20,Chalon,Saintonge,,France,France,Local
La Rochelle,La Rochelle,20,Chalon,Saintonge,,France,France,Local
La Rochelle,La Rochelle,58,Seudre,Saintonge,,France,France,Local
Ribérou [Saujon],Marennes,20,La Rochelle,Aunis,,France,France,Local
Ribérou [Saujon],Marennes,20,La Rochelle,Aunis,,France,France,Local
Ribérou [Saujon],Marennes,20,La Rochelle,Aunis,,France,France,Local
Ribérou [Saujon],Marennes,20,La Rochelle,Aunis,,France,France,Local
La Rochelle,La Rochelle,20,Chalon,Saintonge,,France,France,Local
La Rochelle,La Rochelle,20,Chalon,Saintonge,,France,France,Local
Rochefort,Rochefort,20,Chalon,Saintonge,,France,France,Local
Rochefort,Rochefort,16,La Flotte en Ré,Aunis,,France,France,Local
La Rochelle,La Rochelle,8,La Flotte en Ré,Aunis,,France,France,Local
La Rochelle,La Rochelle,1,Eguillon,Poitou,,France,France,Local
La Rochelle,La Rochelle,24,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,36,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,32,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,30,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,36,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,20,Chalon,Saintonge,,France,France,Local
La Rochelle,La Rochelle,36,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,39,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,20,Chalon,Saintonge,,France,France,Local
La Rochelle,La Rochelle,118,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,31,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,34,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,20,Chalon,Saintonge,,France,France,Local
La Rochelle,La Rochelle,32,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,36,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,40,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,38,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,32,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,30,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,30,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,32,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,32,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,40,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,36,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,38,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,32,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,32,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,32,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,38,Charente,Aunis,,France,France,Local
La Rochelle,La Rochelle,40,Charente,Aunis,,France,France,Local
Marennes,Marennes,58,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,,Dunkerque,Flandre,,France,France,Ports francs et petites îles
La Perrotine,Marennes,10,Noirmoutier,Poitou,,France,France,Ports francs et petites îles
Sables d' Olonne,Sables d'Olonne,70,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,110,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Charente,Charente,35,Lorient,Bretagne,,France,France,Ports francs et petites îles
Marennes,Marennes,66,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,27,Lorient,Bretagne,,France,France,Ports francs et petites îles
Saint Gilles sur Vie,Sables d'Olonne,50,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,48,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Charente,Charente,42,Lorient,Bretagne,,France,France,Ports francs et petites îles
Saint Martin de Ré,Saint-Martin île de Ré,15,Noirmoutier,Poitou,,France,France,Ports francs et petites îles
La Flotte en Ré,Saint-Martin île de Ré,28,Lorient,Bretagne,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,75,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,57,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,51,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,200,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,155,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,122,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,112,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,112,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Beauvoir-sur-Mer,Sables d'Olonne,70,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,57,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,155,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Charente,Charente,150,Dunkerque,Flandre,,France,France,Ports francs et petites îles
La Rochelle,La Rochelle,112,Marseille,Provence,,France,France,Ports francs et petites îles
Rochefort,Rochefort,15,Lorient,Bretagne,,France,France,Ports francs et petites îles
Sables d' Olonne,Sables d'Olonne,70,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,80,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,34,Lorient,Bretagne,,France,France,Ports francs et petites îles
Marennes,Marennes,13,Noirmoutier,Poitou,,France,France,Ports francs et petites îles
Marennes,Marennes,63,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,98,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,60,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,12,Noirmoutier,Poitou,,France,France,Ports francs et petites îles
La Perrotine,Marennes,15,Noirmoutier,Poitou,,France,France,Ports francs et petites îles
Marennes,Marennes,112,Dunkerque,Flandre,,France,France,Ports francs et petites îles
La Flotte en Ré,Saint-Martin île de Ré,5,Noirmoutier,Poitou,,France,France,Ports francs et petites îles
Marennes,Marennes,60,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Ars en Ré,Saint-Martin île de Ré,80,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,12,Noirmoutier,Poitou,,France,France,Ports francs et petites îles
Marennes,Marennes,12,Noirmoutier,Poitou,,France,France,Ports francs et petites îles
Aligre de Marans,Alligre,40,Lorient,Bretagne,,France,France,Ports francs et petites îles
Sables d' Olonne,Sables d'Olonne,40,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Sables d' Olonne,Sables d'Olonne,45,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Sables d' Olonne,Sables d'Olonne,50,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Sables d' Olonne,Sables d'Olonne,60,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,73,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Sables d' Olonne,Sables d'Olonne,42,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,51,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,120,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,116,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,91,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,112,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Charente,Charente,90,Lorient,Bretagne,,France,France,Ports francs et petites îles
Marennes,Marennes,53,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,75,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,64,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Charente,Charente,60,Lorient,Bretagne,,France,France,Ports francs et petites îles
Beauvoir-sur-Mer,Sables d'Olonne,70,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,62,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,56,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Saint Gilles sur Vie,Sables d'Olonne,55,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,92,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,55,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,85,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,75,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Beauvoir-sur-Mer,Sables d'Olonne,80,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Beauvoir-sur-Mer,Sables d'Olonne,60,Dunkerque,Flandre,,France,France,Ports francs et petites îles
La Perrotine,Marennes,27,Lorient,Bretagne,,France,France,Ports francs et petites îles
Saint Gilles sur Vie,Sables d'Olonne,40,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Saint Gilles sur Vie,Sables d'Olonne,48,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,70,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Saint Gilles sur Vie,Sables d'Olonne,40,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Saint Gilles sur Vie,Sables d'Olonne,40,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Saint Gilles sur Vie,Sables d'Olonne,49,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Saint Gilles sur Vie,Sables d'Olonne,40,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,71,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,36,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,50,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,150,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Sables d' Olonne,Sables d'Olonne,3,Noirmoutier,Poitou,,France,France,Ports francs et petites îles
Moricq,Sables d'Olonne,40,Lorient,Bretagne,,France,France,Ports francs et petites îles
Marennes,Marennes,31,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Saint Gilles sur Vie,Sables d'Olonne,40,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Sables d' Olonne,Sables d'Olonne,34,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Sables d' Olonne,Sables d'Olonne,28,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,40,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,61,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,50,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,58,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,80,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Saint Martin de Ré,Saint-Martin île de Ré,60,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,80,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,90,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,50,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,80,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,70,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,40,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,60,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,95,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,62,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,72,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Saint Gilles sur Vie,Sables d'Olonne,52,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,102,Dunkerque,Flandre,,France,France,Ports francs et petites îles
La Perrotine,Marennes,24,Noirmoutier,Poitou,,France,France,Ports francs et petites îles
Sables d' Olonne,Sables d'Olonne,60,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,53,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,150,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Noirmoutier,Sables d'Olonne,60,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,120,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,126,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,130,Dunkerque,Flandre,,France,France,Ports francs et petites îles
La Rochelle,La Rochelle,58,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,106,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Charente,Charente,55,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Charente,Charente,90,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Soubise,Marennes,110,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,50,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Saint Gilles sur Vie,Sables d'Olonne,45,Bayonne,Guyenne,,France,France,Ports francs et petites îles
Marennes,Marennes,17,Noirmoutier,Poitou,,France,France,Ports francs et petites îles
Marennes,Marennes,20,Lorient,Bretagne,,France,France,Ports francs et petites îles
La Flotte en Ré,Saint-Martin île de Ré,18,Lorient,Bretagne,,France,France,Ports francs et petites îles
Marennes,Marennes,93,Dunkerque,Flandre,,France,France,Ports francs et petites îles
Marennes,Marennes,125,Dunkerque,Flandre,,France,France,Ports francs et petites îles
